payroll_id,employee_id,pay_period_start,pay_period_end,pay_date,payroll_type,base_salary,hourly_rate,hours_worked,overtime_hours,overtime_rate_multiplier,gross_earnings,bonus_amount,commission_amount,allowance_amount,other_earnings,deduction_tax,deduction_pf,deduction_insurance,deduction_loan,deduction_other,total_deductions,net_pay,ytd_gross,ytd_tax,ytd_net,currency_code,payment_method,bank_account_number,status,created_at,created_by,updated_at,updated_by,is_active,notes,tax_regime,effective_from,effective_to
74,74,2023-01-01,2023-01-28,2023-01-30,Monthly,12015.25,,,17.35,1.5,19566.05,2493.47,397.0,1778.9,927.07,5374.54,1594.57,165.16,871.52,383.15,8388.94,11177.11,195660.5,53745.4,111771.1,USD,Check,2946774990,Processed,2025-12-30 16:38:39,6,2025-12-30 22:38:39,38,True,Bonus included,New Regime,2024-03-22,2024-07-23
75,75,2023-01-01,2023-01-30,2023-02-04,One-time,,54.34,160.6,0.76,2.0,13685.96,1977.49,1456.87,1111.35,330.65,1912.44,810.49,419.19,123.74,192.71,3458.57,10227.39,41057.88,5737.32,30682.17,USD,Check,1149639426,Processed,2025-02-06 16:38:39,22,2025-02-06 19:38:39,23,True,Bonus included,New Regime,2024-04-29,2025-01-01
76,76,2023-01-01,2023-01-30,2023-02-04,Monthly,,51.5,178.28,11.98,2.0,14491.97,662.14,2454.7,293.86,665.91,4057.87,1295.38,387.06,819.68,106.22,6666.21,7825.76,144919.7,40578.7,78257.6,USD,Bank Transfer,1327944904,Processed,2026-01-13 16:38:39,28,2026-01-13 18:38:39,7,True,,,,
77,77,2023-01-01,2023-01-28,2023-02-01,Monthly,8492.9,,,6.23,1.5,16079.57,4846.48,514.84,1214.46,514.85,2005.45,1459.5,95.89,334.31,450.76,4345.91,11733.66,64318.28,8021.8,46934.64,EUR,Cash,5899744383,Processed,2025-07-11 16:38:39,26,2025-07-11 20:38:39,40,True,Bonus included,Old Regime,,
78,78,2023-01-01,2023-02-01,2023-02-02,One-time,12315.36,,,8.71,2.0,16723.92,629.26,167.74,1890.14,380.59,2766.27,854.59,35.55,588.88,436.81,4682.1,12041.82,100343.52,16597.62,72250.92,USD,Bank Transfer,5332479523,Processed,2025-10-18 16:38:39,41,2025-10-18 19:38:39,38,True,Adjustment for overtime,New Regime,,
79,79,2023-01-01,2023-01-28,2023-02-02,Monthly,7094.99,,,2.81,1.5,15311.81,3188.69,2786.57,1230.42,824.23,3144.09,1411.64,464.44,553.42,98.56,5672.15,9639.66,183741.72,37729.08,115675.92,USD,Bank Transfer,7032668744,Processed,2025-10-14 16:38:39,42,2025-10-14 21:38:39,2,True,Adjustment for overtime,New Regime,2024-04-11,2025-03-19
80,80,2023-01-01,2023-01-30,2023-02-04,Bi-weekly,3524.84,,,19.33,2.0,11964.04,3830.27,1201.02,1892.53,663.69,1573.66,1047.84,317.08,492.36,344.93,3775.87,8188.17,23928.08,3147.32,16376.34,USD,Bank Transfer,7757774603,Processed,2026-01-08 16:38:39,29,2026-01-08 18:38:39,14,True,Tax revision,New Regime,2023-05-15,2023-07-03
81,81,2023-01-01,2023-01-30,2023-02-03,Monthly,7811.31,,,9.95,2.0,16070.75,4247.41,1021.42,1136.8,882.28,4595.47,1365.2,397.7,165.57,409.64,6933.58,9137.17,96424.5,27572.82,54823.02,USD,Check,6586695069,Processed,2025-09-27 16:38:39,46,2025-09-27 18:38:39,36,True,Bonus included,Old Regime,,
82,82,2023-01-01,2023-02-01,2023-02-04,Monthly,7178.24,,,3.92,2.0,17471.86,4801.46,2826.6,1930.16,383.67,2126.13,1399.27,113.79,582.38,235.45,4457.02,13014.84,34943.72,4252.26,26029.68,USD,Bank Transfer,6366933916,Processed,2025-04-16 16:38:39,11,2025-04-16 17:38:39,42,True,,Old Regime,,
83,83,2023-01-01,2023-01-30,2023-02-02,Monthly,9727.45,,,19.81,1.5,12663.95,155.32,320.85,551.39,102.37,2162.69,1093.64,224.13,588.36,422.97,4491.79,8172.16,126639.5,21626.9,81721.6,USD,Bank Transfer,4964583826,Paid,2025-07-19 16:38:39,25,2025-07-19 20:38:39,41,True,,Old Regime,,
84,84,2023-01-01,2023-01-30,2023-02-02,Monthly,3748.9,,,12.76,1.5,8194.78,1161.48,1223.66,1219.54,392.74,1736.35,410.07,109.37,578.76,447.7,3282.25,4912.53,98337.36,20836.2,58950.36,USD,Bank Transfer,5437035559,Processed,2025-05-18 16:38:39,24,2025-05-18 17:38:39,24,True,,,,
85,85,2023-01-01,2023-01-31,2023-02-01,Monthly,4379.4,,,12.35,2.0,10147.23,2913.28,911.29,288.62,978.57,1196.46,798.6,84.76,278.51,83.66,2441.99,7705.24,60883.38,7178.76,46231.44,USD,Bank Transfer,5344929150,Reversed,2025-08-17 16:38:39,30,2025-08-17 19:38:39,21,True,Adjustment for overtime,,,
86,86,2023-01-01,2023-02-01,2023-02-05,Monthly,11154.87,,,15.75,1.5,17739.63,3403.49,216.63,1307.2,10.35,2601.21,1701.76,239.86,357.88,81.67,4982.38,12757.25,177396.3,26012.1,127572.5,USD,Bank Transfer,8840863167,Draft,2025-03-30 16:38:39,43,2025-03-30 18:38:39,10,True,Tax revision,,,
87,87,2023-01-01,2023-02-01,2023-02-03,Monthly,4663.3,,,16.47,1.5,12878.6,3682.24,2518.02,1179.58,115.42,3850.43,1144.77,237.39,245.8,217.1,5695.49,7183.11,103028.8,30803.44,57464.88,USD,Bank Transfer,4493465981,Processed,2025-12-04 16:38:39,17,2025-12-04 20:38:39,44,True,Bonus included,Old Regime,2023-03-09,2023-09-04
88,88,2023-01-01,2023-01-30,2023-01-31,Monthly,6901.9,,,17.75,1.5,13388.79,1107.46,2384.25,1081.72,764.94,1971.39,1096.19,302.58,308.96,296.75,3975.87,9412.92,26777.58,3942.78,18825.84,USD,Check,6056800957,Processed,2025-03-03 16:38:39,23,2025-03-03 17:38:39,8,True,Adjustment for overtime,Old Regime,,
89,89,2023-01-01,2023-01-31,2023-02-05,One-time,9667.99,,,10.28,1.5,17969.06,4109.64,2098.48,293.66,867.54,4308.13,1689.77,397.92,474.9,410.48,7281.2,10687.86,143752.48,34465.04,85502.88,USD,Bank Transfer,4497539743,Processed,2025-12-26 16:38:39,7,2025-12-26 21:38:39,32,True,Tax revision,,2023-12-12,2024-01-22
90,90,2023-01-01,2023-01-30,2023-02-03,Monthly,,22.12,140.05,14.97,1.5,11011.72,4539.03,1805.44,692.93,379.71,2241.11,851.37,400.82,849.86,198.31,4541.47,6470.25,121128.92,24652.21,71172.75,INR,Bank Transfer,3853410772,Processed,2025-08-09 16:38:39,33,2025-08-09 18:38:39,16,True,Tax revision,New Regime,2023-10-03,2024-08-28
91,91,2023-01-01,2023-01-28,2023-01-29,Monthly,11997.82,,,7.62,1.5,18983.76,1785.74,2312.68,1487.33,543.1,5186.45,1633.41,118.99,217.19,91.69,7247.73,11736.03,151870.08,41491.6,93888.24,USD,Bank Transfer,6130362910,Processed,2025-02-12 16:38:39,34,2025-02-12 17:38:39,19,True,,Old Regime,2023-03-08,2023-07-22
92,92,2023-01-01,2023-01-31,2023-02-04,Monthly,8779.23,,,2.66,2.0,14906.22,4231.75,127.84,1400.56,74.93,4378.79,985.76,249.1,99.28,398.31,6111.24,8794.98,44718.66,13136.37,26384.94,USD,Bank Transfer,8049704663,Draft,2025-11-25 16:38:39,48,2025-11-25 20:38:39,29,True,Adjustment for overtime,,2024-04-06,2024-09-16
93,93,2023-01-01,2023-01-28,2023-01-29,Monthly,,40.3,143.42,16.76,2.0,11934.94,1027.21,2585.72,1169.16,22.17,1602.09,664.94,217.02,528.07,270.14,3282.26,8652.68,71609.64,9612.54,51916.08,USD,Check,6183979185,Processed,2025-03-16 16:38:39,46,2025-03-16 17:38:39,35,True,,Old Regime,,
94,94,2023-01-01,2023-02-01,2023-02-06,Monthly,8418.58,,,13.29,1.5,13717.0,2915.29,546.14,8.94,779.15,1411.17,1233.7,32.94,660.9,293.15,3631.86,10085.14,96019.0,9878.19,70595.98,INR,Cash,4344312448,Processed,2026-01-05 16:38:39,37,2026-01-05 18:38:39,9,True,Tax revision,Old Regime,,
95,95,2023-01-01,2023-01-31,2023-02-02,Monthly,11211.25,,,5.82,2.0,17704.62,1948.4,2001.91,1087.85,639.59,4390.82,1232.86,475.78,924.21,241.95,7265.62,10439.0,194750.82,48299.02,114829.0,USD,Bank Transfer,1286102880,Processed,2025-10-13 16:38:39,19,2025-10-13 17:38:39,36,True,Bonus included,,2024-06-21,2024-11-09
96,96,2023-01-01,2023-02-01,2023-02-02,Monthly,3558.77,,,15.67,1.5,8467.54,1521.77,282.31,1990.35,591.53,1963.1,751.76,467.37,182.71,280.23,3645.17,4822.37,16935.08,3926.2,9644.74,USD,Cash,2492697912,Reversed,2025-10-17 16:38:39,22,2025-10-17 20:38:39,13,True,Bonus included,,,
97,97,2023-01-01,2023-02-01,2023-02-05,Monthly,7549.81,,,2.5,2.0,13260.69,2462.29,2320.3,459.69,232.67,3029.22,688.81,146.18,526.67,385.71,4776.59,8484.1,26521.38,6058.44,16968.2,EUR,Bank Transfer,8324664028,Processed,2025-04-18 16:38:39,3,2025-04-18 18:38:39,10,True,Bonus included,New Regime,,
98,98,2023-01-01,2023-01-28,2023-02-01,Bi-weekly,6367.23,,,14.18,1.5,10170.38,408.49,897.41,680.58,970.23,1309.9,536.94,246.7,979.69,25.97,3099.2,7071.18,20340.76,2619.8,14142.36,USD,Bank Transfer,7123080616,Paid,2025-08-19 16:38:39,2,2025-08-19 21:38:39,2,True,,New Regime,2023-02-27,2023-07-09
99,99,2023-01-01,2023-01-28,2023-01-31,Monthly,12121.0,,,10.34,1.5,16891.85,1908.43,614.29,941.32,131.83,2748.92,855.91,292.1,384.1,412.38,4693.41,12198.44,101351.1,16493.52,73190.64,USD,Bank Transfer,4936652862,Processed,2025-04-20 16:38:39,10,2025-04-20 19:38:39,16,True,Bonus included,,2023-01-17,2023-11-20
100,100,2023-01-01,2023-01-28,2023-01-31,Monthly,,16.48,169.08,13.3,2.0,9624.89,4000.66,1131.91,964.6,302.91,2689.68,616.84,399.4,628.52,232.13,4566.57,5058.32,115498.68,32276.16,60699.84,USD,Check,8088879885,Draft,2025-04-09 16:38:39,15,2025-04-09 22:38:39,17,True,,,2024-01-15,2024-05-16
101,1,2023-01-31,2023-03-01,2023-03-05,Monthly,9144.53,,,6.69,1.5,15790.45,3776.56,671.57,798.41,825.85,3424.17,1552.97,196.19,439.05,49.37,5661.75,10128.7,78952.25,17120.85,50643.5,USD,Bank Transfer,8738819314,Paid,2025-11-14 16:38:39,34,2025-11-14 21:38:39,30,True,Tax revision,,,
102,2,2023-01-31,2023-03-01,2023-03-03,Weekly,9715.09,,,9.0,1.5,15575.45,2636.21,1541.35,49.22,813.87,2049.49,829.59,402.32,704.86,430.18,4416.44,11159.01,31150.9,4098.98,22318.02,USD,Bank Transfer,2314249103,Draft,2025-08-29 16:38:39,34,2025-08-29 17:38:39,1,True,,Old Regime,2024-04-10,2025-02-18
103,3,2023-01-31,2023-03-01,2023-03-03,Monthly,7313.67,,,18.03,2.0,14439.7,1206.13,1739.46,1599.74,932.38,3637.26,1094.51,111.82,469.83,189.96,5503.38,8936.32,72198.5,18186.3,44681.6,USD,Bank Transfer,6959195110,Processed,2025-04-01 16:38:39,39,2025-04-01 20:38:39,41,True,,,2023-03-23,2023-07-13
104,4,2023-01-31,2023-03-03,2023-03-05,Monthly,11930.72,,,15.19,2.0,18743.49,1871.32,1362.32,896.88,416.9,4669.52,1708.35,140.22,98.11,114.6,6730.8,12012.69,149947.92,37356.16,96101.52,USD,Check,2318498395,Paid,2025-12-21 16:38:39,3,2025-12-21 19:38:39,42,True,,Old Regime,2023-01-29,2023-09-02
105,5,2023-01-31,2023-03-03,2023-03-08,Monthly,10811.0,,,16.02,1.5,15452.09,2261.79,34.99,503.36,217.27,2683.42,1142.01,391.15,767.23,454.93,5438.74,10013.35,61808.36,10733.68,40053.4,USD,Bank Transfer,7633740590,Processed,2025-06-12 16:38:39,34,2025-06-12 18:38:39,21,True,Tax revision,,2024-01-27,2024-03-02
106,6,2023-01-31,2023-03-02,2023-03-05,Monthly,3515.97,,,12.32,2.0,8756.96,2190.38,1917.93,75.64,515.58,1931.91,478.54,441.39,519.37,350.35,3721.56,5035.4,105083.52,23182.92,60424.8,USD,Bank Transfer,8629066862,Processed,2025-02-11 16:38:39,18,2025-02-11 18:38:39,18,True,Bonus included,New Regime,2023-05-05,2023-08-13
107,7,2023-01-31,2023-03-01,2023-03-05,Monthly,3795.04,,,5.45,1.5,10983.86,4488.93,470.0,1199.06,836.93,2107.15,1060.91,313.8,456.79,451.25,4389.9,6593.96,98854.74,18964.35,59345.64,USD,Bank Transfer,6418951222,Processed,2025-11-08 16:38:39,29,2025-11-08 17:38:39,26,True,Tax revision,Old Regime,,
108,8,2023-01-31,2023-02-28,2023-03-05,One-time,4465.84,,,1.16,2.0,10746.84,3441.7,1697.32,222.66,854.57,2068.08,992.67,21.58,75.83,119.23,3277.39,7469.45,96721.56,18612.72,67225.05,USD,Check,8158039206,Draft,2025-11-04 16:38:39,48,2025-11-04 18:38:39,17,True,Adjustment for overtime,,2023-09-15,2024-09-03
109,9,2023-01-31,2023-02-27,2023-03-01,Monthly,10173.17,,,8.81,1.5,17047.01,3704.76,1644.77,400.1,283.97,4003.17,1670.62,249.16,294.59,93.03,6310.57,10736.44,136376.08,32025.36,85891.52,USD,Bank Transfer,9861081141,Processed,2025-04-13 16:38:39,10,2025-04-13 18:38:39,14,True,Bonus included,,2024-01-04,2024-08-03
110,10,2023-01-31,2023-02-27,2023-03-04,Monthly,3794.56,,,0.38,1.5,5177.56,238.31,113.17,852.17,165.83,819.96,437.19,145.68,132.3,402.34,1937.47,3240.09,36242.92,5739.72,22680.63,EUR,Bank Transfer,2070748094,Processed,2025-09-18 16:38:39,35,2025-09-18 20:38:39,9,True,Bonus included,Old Regime,2023-08-14,2024-02-08
111,11,2023-01-31,2023-03-03,2023-03-04,One-time,,56.79,152.71,8.72,1.5,16514.92,4081.29,1677.06,1235.91,105.45,1715.43,1520.08,122.87,42.71,478.25,3879.34,12635.58,132119.36,13723.44,101084.64,USD,Check,3785019959,Processed,2025-08-11 16:38:39,5,2025-08-11 21:38:39,41,True,Adjustment for overtime,,2024-03-23,2025-01-01
112,12,2023-01-31,2023-02-28,2023-03-01,Monthly,,24.73,161.28,8.62,2.0,9103.6,2465.37,1208.48,309.17,705.78,1150.44,779.67,327.45,53.21,306.12,2616.89,6486.71,72828.8,9203.52,51893.68,USD,Bank Transfer,5316200869,Processed,2025-03-16 16:38:39,23,2025-03-16 19:38:39,4,True,,New Regime,2024-06-15,2024-11-21
113,13,2023-01-31,2023-03-01,2023-03-02,Monthly,11941.21,,,18.68,1.5,17777.14,888.96,1754.71,668.91,432.15,1954.91,914.57,124.58,309.49,233.87,3537.42,14239.72,213325.68,23458.92,170876.64,USD,Bank Transfer,8934300648,Processed,2025-04-29 16:38:39,49,2025-04-29 17:38:39,15,True,,,2024-04-25,2024-12-05
114,14,2023-01-31,2023-02-28,2023-03-01,Monthly,9615.99,,,15.2,1.5,18367.29,4867.53,446.49,1087.98,979.02,5019.88,1240.03,237.11,233.16,173.42,6903.6,11463.69,36734.58,10039.76,22927.38,USD,Bank Transfer,2700734347,Processed,2025-06-04 16:38:39,12,2025-06-04 20:38:39,27,True,,New Regime,,
115,15,2023-01-31,2023-03-02,2023-03-03,Monthly,5388.2,,,13.95,2.0,10989.04,2541.5,697.81,1248.75,173.21,1321.79,723.64,390.53,657.67,185.48,3279.11,7709.93,131868.48,15861.48,92519.16,EUR,Bank Transfer,5398507238,Processed,2025-09-19 16:38:39,47,2025-09-19 20:38:39,19,True,Adjustment for overtime,Old Regime,,
116,16,2023-01-31,2023-03-03,2023-03-05,Monthly,,62.65,147.16,4.43,2.0,16460.0,3217.41,1443.11,1320.87,703.96,4527.24,1371.52,368.64,186.26,258.37,6712.03,9747.97,32920.0,9054.48,19495.94,USD,Bank Transfer,3410643362,Paid,2025-06-10 16:38:39,8,2025-06-10 22:38:39,24,True,,Old Regime,,
117,17,2023-01-31,2023-02-28,2023-03-03,Bi-weekly,7245.71,,,3.08,1.5,12381.1,1206.87,1180.29,1934.18,604.83,3616.71,1039.0,462.49,432.87,120.66,5671.73,6709.37,123811.0,36167.1,67093.7,INR,Bank Transfer,2194297816,Processed,2025-11-27 16:38:39,1,2025-11-27 22:38:39,34,True,Bonus included,New Regime,,
118,18,2023-01-31,2023-03-03,2023-03-06,Monthly,,57.94,167.36,9.66,1.5,16377.85,4750.72,90.69,54.91,945.14,2794.52,1457.02,399.87,416.08,420.76,5488.25,10889.6,65511.4,11178.08,43558.4,USD,Bank Transfer,6091772094,Processed,2025-05-05 16:38:39,15,2025-05-05 17:38:39,2,True,,,,
119,19,2023-01-31,2023-02-27,2023-03-02,Monthly,8782.86,,,13.59,1.5,17252.72,3606.45,1329.24,1992.65,422.53,2086.52,1634.97,18.41,307.43,350.73,4398.06,12854.66,155274.48,18778.68,115691.94,USD,Bank Transfer,9705023157,Paid,2025-06-21 16:38:39,48,2025-06-21 17:38:39,19,True,,,,
120,20,2023-01-31,2023-03-01,2023-03-03,Monthly,9098.64,,,8.27,1.5,16946.19,2250.99,2969.76,1646.37,275.0,2455.04,1030.82,367.73,997.47,371.71,5222.77,11723.42,101677.14,14730.24,70340.52,EUR,Bank Transfer,3570173602,Paid,2025-08-21 16:38:39,21,2025-08-21 17:38:39,37,True,,Old Regime,,
121,21,2023-01-31,2023-03-02,2023-03-04,Monthly,,62.75,168.38,11.06,1.5,15391.02,1060.0,1088.02,1279.09,357.04,1899.87,1013.84,190.09,457.43,393.45,3954.68,11436.34,76955.1,9499.35,57181.7,USD,Cash,9892742398,Processed,2025-06-22 16:38:39,41,2025-06-22 18:38:39,28,True,Bonus included,Old Regime,2023-03-13,2024-03-12
122,22,2023-01-31,2023-03-01,2023-03-02,Monthly,,24.07,170.36,11.33,1.5,11747.77,2887.4,2393.14,1318.76,638.84,1405.34,888.23,202.84,642.71,59.99,3199.11,8548.66,129225.47,15458.74,94035.26,USD,Bank Transfer,2990461880,Processed,2025-07-03 16:38:39,16,2025-07-03 21:38:39,7,True,Bonus included,,,
123,23,2023-01-31,2023-03-03,2023-03-07,Monthly,7166.25,,,16.85,2.0,13336.25,667.09,1416.98,1670.73,905.81,1581.67,862.41,398.36,916.82,11.25,3770.51,9565.74,13336.25,1581.67,9565.74,USD,Check,2279872790,Draft,2025-11-12 16:38:39,3,2025-11-12 18:38:39,26,True,,,2023-10-07,2024-06-13
124,24,2023-01-31,2023-02-28,2023-03-05,Monthly,,16.12,166.53,5.88,2.0,10477.51,3502.81,2921.94,915.54,263.19,2749.46,977.01,371.82,757.11,4.32,4859.72,5617.79,125730.12,32993.52,67413.48,USD,Bank Transfer,7874128134,Draft,2025-04-17 16:38:39,37,2025-04-17 21:38:39,37,True,Bonus included,New Regime,,
125,25,2023-01-31,2023-03-01,2023-03-05,Monthly,10509.13,,,16.42,2.0,17312.85,1682.66,1320.21,1136.93,506.92,5059.32,1308.78,415.36,535.95,64.46,7383.87,9928.98,121189.95,35415.24,69502.86,USD,Bank Transfer,5200977817,Processed,2025-10-08 16:38:39,28,2025-10-08 21:38:39,32,True,Bonus included,New Regime,,
126,26,2023-01-31,2023-02-28,2023-03-05,Weekly,,50.97,155.08,8.39,2.0,12217.65,534.03,2065.96,781.8,76.16,2264.46,739.31,157.88,338.99,69.19,3569.83,8647.82,85523.55,15851.22,60534.74,USD,Bank Transfer,9317502137,Paid,2025-12-12 16:38:39,21,2025-12-12 17:38:39,46,True,,,2023-10-13,2024-08-21
127,27,2023-01-31,2023-03-02,2023-03-05,Monthly,7398.81,,,5.03,2.0,11863.59,1009.86,2068.39,150.44,770.89,2804.97,1059.59,130.07,809.82,311.1,5115.55,6748.04,71181.54,16829.82,40488.24,USD,Check,8044103331,Processed,2025-07-26 16:38:39,27,2025-07-26 20:38:39,32,True,Adjustment for overtime,Old Regime,,
128,28,2023-01-31,2023-03-01,2023-03-03,Monthly,,50.23,146.0,5.93,2.0,16198.74,3381.48,2631.8,1631.4,624.75,2395.4,1371.51,12.93,530.76,26.74,4337.34,11861.4,129589.92,19163.2,94891.2,EUR,Bank Transfer,2985316765,Processed,2025-11-04 16:38:39,31,2025-11-04 22:38:39,46,True,Bonus included,New Regime,,
129,29,2023-01-31,2023-03-03,2023-03-05,One-time,11814.51,,,12.93,1.5,20444.72,4261.78,1091.51,983.81,860.97,3645.72,1146.29,307.33,855.45,54.45,6009.24,14435.48,184002.48,32811.48,129919.32,USD,Bank Transfer,9357866821,Processed,2025-04-12 16:38:39,24,2025-04-12 17:38:39,1,True,Bonus included,,2023-02-12,2023-09-01
130,30,2023-01-31,2023-02-28,2023-03-01,Monthly,4500.6,,,11.7,2.0,7228.32,503.19,134.21,1153.57,278.54,1149.72,393.9,322.94,130.5,71.59,2068.65,5159.67,86739.84,13796.64,61916.04,USD,Check,1559727571,Processed,2025-07-03 16:38:39,30,2025-07-03 21:38:39,10,True,,New Regime,,
131,31,2023-01-31,2023-02-27,2023-03-04,Bi-weekly,11226.15,,,14.42,1.5,18928.81,2035.73,1249.92,1923.13,976.24,5464.57,1567.21,49.35,657.19,84.0,7822.32,11106.49,18928.81,5464.57,11106.49,USD,Bank Transfer,3435852235,Paid,2025-09-27 16:38:39,33,2025-09-27 20:38:39,21,True,Tax revision,,,
132,32,2023-01-31,2023-02-28,2023-03-01,Monthly,4132.11,,,17.93,2.0,11478.7,2250.18,2818.65,1178.77,172.88,3231.54,1093.68,242.28,406.89,8.69,4983.08,6495.62,91829.6,25852.32,51964.96,INR,Bank Transfer,5605375264,Reversed,2025-08-14 16:38:39,37,2025-08-14 18:38:39,18,True,,Old Regime,,
133,33,2023-01-31,2023-03-01,2023-03-03,Monthly,5059.32,,,15.22,1.5,11385.62,2668.78,701.44,1325.53,908.65,1443.59,579.91,234.29,211.57,148.62,2617.98,8767.64,22771.24,2887.18,17535.28,USD,Bank Transfer,4247496800,Processed,2025-09-27 16:38:39,27,2025-09-27 19:38:39,35,True,Tax revision,Old Regime,,
134,34,2023-01-31,2023-03-01,2023-03-03,Monthly,4468.28,,,12.6,1.5,11336.5,3027.7,2110.11,665.05,537.54,2308.41,903.94,341.0,766.97,183.94,4504.26,6832.24,11336.5,2308.41,6832.24,USD,Bank Transfer,6413890969,Processed,2026-01-23 16:38:39,22,2026-01-23 22:38:39,3,True,Adjustment for overtime,,2024-07-28,2025-02-01
135,35,2023-01-31,2023-02-27,2023-02-28,Monthly,6357.21,,,0.22,1.5,9409.85,869.96,1027.59,179.9,962.08,2218.61,885.48,401.81,449.92,47.91,4003.73,5406.12,75278.8,17748.88,43248.96,USD,Cash,2292777856,Processed,2025-10-25 16:38:39,25,2025-10-25 19:38:39,9,True,Adjustment for overtime,Old Regime,2024-02-20,2025-02-08
136,36,2023-01-31,2023-02-27,2023-03-01,Monthly,7750.52,,,13.3,2.0,12707.39,1025.74,645.88,1839.08,157.65,2014.92,872.68,325.71,452.73,236.25,3902.29,8805.1,88951.73,14104.44,61635.7,USD,Bank Transfer,6723152353,Paid,2025-07-25 16:38:39,38,2025-07-25 20:38:39,48,True,Tax revision,Old Regime,2024-07-22,2025-03-02
137,37,2023-01-31,2023-03-01,2023-03-06,Monthly,5800.42,,,2.15,2.0,12607.65,2823.51,2002.45,940.04,885.34,3205.27,1003.66,207.6,905.38,330.66,5652.57,6955.08,88253.55,22436.89,48685.56,USD,Bank Transfer,3119180450,Draft,2025-03-12 16:38:39,24,2025-03-12 22:38:39,14,True,Bonus included,New Regime,,
138,38,2023-01-31,2023-02-28,2023-03-03,Monthly,10328.15,,,12.72,2.0,19266.03,4737.88,80.15,1861.73,615.94,3127.65,1866.35,123.22,20.2,56.01,5193.43,14072.6,19266.03,3127.65,14072.6,INR,Bank Transfer,4007033456,Processed,2025-08-26 16:38:39,36,2025-08-26 22:38:39,37,True,Bonus included,Old Regime,2024-07-13,2025-01-06
139,39,2023-01-31,2023-02-27,2023-03-03,Monthly,6563.09,,,15.79,1.5,10864.35,1792.38,656.07,876.73,4.54,2333.97,835.47,112.51,805.85,454.53,4542.33,6322.02,97779.15,21005.73,56898.18,USD,Cash,4714581672,Processed,2026-01-02 16:38:39,9,2026-01-02 21:38:39,10,True,Bonus included,,2023-08-04,2023-09-13
140,40,2023-01-31,2023-03-03,2023-03-07,Monthly,11446.23,,,4.38,1.5,19846.94,4635.78,2243.84,271.9,779.18,5105.88,1846.4,435.0,605.27,377.79,8370.34,11476.6,198469.4,51058.8,114766.0,USD,Bank Transfer,1475581987,Paid,2025-11-05 16:38:39,8,2025-11-05 17:38:39,33,True,Bonus included,Old Regime,,
141,41,2023-01-31,2023-02-27,2023-03-04,Monthly,9439.92,,,13.09,1.5,15659.52,1895.43,1549.03,1068.4,548.28,3791.79,1483.45,313.97,829.11,18.06,6436.38,9223.14,140935.68,34126.11,83008.26,USD,Check,5665002751,Processed,2025-02-16 16:38:39,49,2025-02-16 22:38:39,13,True,,,,
142,42,2023-01-31,2023-02-28,2023-03-05,Monthly,10137.39,,,7.99,1.5,14246.86,215.8,1251.24,1143.2,739.88,4107.38,759.34,83.08,695.58,34.76,5680.14,8566.72,85481.16,24644.28,51400.32,INR,Cash,3676020834,Reversed,2025-04-02 16:38:39,2,2025-04-02 19:38:39,28,True,Bonus included,New Regime,,
143,43,2023-01-31,2023-03-01,2023-03-03,Monthly,7148.21,,,12.8,2.0,17453.05,4770.18,1777.56,1655.75,957.64,2417.53,1392.45,321.62,653.14,283.0,5067.74,12385.31,191983.55,26592.83,136238.41,USD,Bank Transfer,8666626117,Paid,2025-08-31 16:38:39,50,2025-08-31 21:38:39,31,True,Adjustment for overtime,New Regime,,
144,44,2023-01-31,2023-03-02,2023-03-06,One-time,11361.83,,,15.72,2.0,17906.66,455.68,1424.97,1718.77,712.81,3971.04,1371.5,15.67,594.82,443.06,6396.09,11510.57,17906.66,3971.04,11510.57,INR,Bank Transfer,9621045467,Processed,2025-06-07 16:38:39,19,2025-06-07 17:38:39,15,True,,Old Regime,2024-07-13,2025-03-16
145,45,2023-01-31,2023-02-28,2023-03-03,Monthly,,18.86,155.93,8.88,1.5,8929.72,1601.42,2467.13,1517.95,151.16,1428.24,632.98,23.81,518.89,423.21,3027.13,5902.59,71437.76,11425.92,47220.72,EUR,Bank Transfer,8017263120,Processed,2026-01-31 16:38:39,5,2026-01-31 17:38:39,42,True,Bonus included,Old Regime,2023-12-21,2024-07-06
146,46,2023-01-31,2023-02-28,2023-03-01,Monthly,9716.28,,,9.42,2.0,18841.31,4403.12,1420.51,1422.82,734.49,2294.57,1297.6,439.27,247.91,367.64,4646.99,14194.32,56523.93,6883.71,42582.96,USD,Bank Transfer,2040642622,Processed,2025-12-10 16:38:39,27,2025-12-10 18:38:39,20,True,Tax revision,,,
147,47,2023-01-31,2023-03-03,2023-03-07,Monthly,4797.49,,,5.84,2.0,11529.72,2132.97,2953.67,1168.7,126.67,1369.19,933.65,187.57,144.97,442.68,3078.06,8451.66,46118.88,5476.76,33806.64,USD,Bank Transfer,2387234409,Draft,2025-08-28 16:38:39,43,2025-08-28 18:38:39,15,True,Adjustment for overtime,,,
